0.00045,2
0.00056,0
0.00071,0
0.00089,56
0.00112,47
0.00141,0
0.00178,0
0.00224,6
0.00282,12
0.00355,4
0.00447,19
0.00562,3
0.00708,0
0.00891,677
0.01122,303
0.01413,20
0.01778,0
0.02239,30
0.02818,0
0.03548,18
0.04467,2
0.05623,91
0.07079,0
0.08913,56
0.11220,124
0.14125,32
0.17783,1596
0.22387,7981
0.28184,2088
0.35481,5607
